votecontent,pp_keyword,billuid,pp_duplicated_item,pp_lawamendment,pp_enactment,pp_enforcement,pp_res_bynew,pp_res_bycompete,pp_groupbased,pp_res_notjudged,pp_committee,pp_related_q,pp_ignored,term,period,meetingno,temp_meeting_no,billn,billresult,pp_for_against,billconflict
§Ú°ê¹q¶O¡B¹q¸Ü¶O§¡¥i±N°ò¥»¶O¡]«×¡^©è¥Î¨Ï¥Î¶O¡A¬G­n¨D¡u°ê­x°h°£§Ð©x§L¦w¸m°òª÷¡vÂà§ë¸ê¤§16®a¤ÑµM®ð¤½¥q¡A­«·s½Õ¾ã­p¶O¼Ò¦¡¡A¥Î¤á¨C¤ë¹ê»Ú¨Ï¥Î¤ÑµM®ð±q¶q¶O­Y°ª©ó°ò¥»¶O®É¡A°ò¥»¶OÀ³¤£¤©­p¦¬¡C¡i¸g¦b³õ©e­û60¤H¡AÃÙ¦¨ªÌ3¤H¡A¤Ï¹ïªÌ57¤H¡A¤Ö¼Æ¤£³q¹L¡F¨Ã±Ä°O¦Wªí¨M¤è¦¡¡Aªí¨Mµ²ªG¦W³æªþ«á¡]89¡^¡j,,07-05-YS-16-091,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,,,7,5,16,0,91,Not Passed,#NULL!,NA
"¬G­ì¼f¬d·|³q¹L¨MÄ³´î¦C¡u³Õ·R±M®×­pµe¡v2»õ8,431¸U¤¸«Ø½Ð§ï¬°¥ý¦æ­áµ²99¦~«×³Õ·R¤À®×¹wºâ284,310,000¤¸¡A«Ý°ê¨¾³¡­x³Æ§½¤uµ{Àç²£¤¤¤ß»P¾÷¹q©Ó°Ó´N¡u»°¤u­pµe¡B¤uµ{­p»ù¥I´Ú¤è¦¡¡B»PÅÜ§ó³]­p¡vµ¥¨óÄ³¦Ü¥~¥æ¤Î°ê¨¾©e­û·|±M³ø¨Ã¸g¦P·N«á©l±o°Ê¤ä¡C¡i¸g¦b³õ©e­û61¤H¡AÃÙ¦¨ªÌ58¤H¡A¤Ï¹ïªÌ3¤H¡A¦h¼Æ³q¹L¡F¨Ã±Ä°O¦Wªí¨M¤è¦¡¡Aªí¨Mµ²ªG¦W³æªþ«á(88)¡j",,07-05-YS-16-090,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,,,7,5,16,0,90,Passed,#NULL!,NA
(¤­)99¦~«×¤¤¥¡¬F©²ªþÄÝ³æ¦ì¹wºâ®×¦³Ãö¤¤°ê°ê¥ÁÄÒ¥ßªk°|ÄÒ¹Î©P©e­û¦u°Vµ¥´£®×¡G¡uÅ²©ó°ê¨¾³¡¿ì²z¹ï¥~±ÄÁÊ­x«~µ²¶×§@·~®É¡A¾ú¨Ó¨ÃµL¥~¶×Á×ÀI¾÷¨î¡A¥H­P¦h¦~¨Ó°ê®a»X¨ü¹dÃB·l¥¢¡A¥ßªk°|98¦~«×¼f¬dÁ`¹wºâ®É¡A´¿¨MÄ³«Ø½Ð°ê¨¾³¡±N¡y­xÁÊ¥~¶×ºÞ²z§@·~¯Ç¤J¯SºØ°òª÷¿ì²z¡z¡Aº¸«á¥D­p§½¦Ü¤µ¶È¥l¶}¤@¦¸·|Ä³¡A¥Bµ²½×¬°¡y¥Ø«e¤£¨ã©Ó¿ì¯à¤O¡z¡A¦ý¦¹¤D¬O»È¦æ¬É§¡±x¤§¡y¥~¶×«H°U°òª÷ºÞ²z¡z·~°È¡A¥ç¥¼¨£¨ä°ö¨|¥~¶×ºÞ²z±M·~¤H¤~¤§­pµe©Î¦æ°Ê¡F¬G¯S¨MÄ³¥Ñ°ê¨¾³¡°Æ³¡ªø¥l¶°¥D­p§½§½ªø»P­x³Æ§½§½ªøµ¥¬ÛÃö¤H¤h¦¨¥ß±M®×¤p²Õ¡A¨C¤ë¶}·|ºÞ¦Ò¡A¥B©ó99¦~12¤ë31¤é¤§«e¹{¥¬°ê¨¾³¡¥O¡A¨Ã¦V¥ßªk°|¥~¥æ¤Î°ê¨¾©e­û·|³ø§i¡y­xÁÊ¥~¶×¯Ç¤J¯SºØ°òª÷ºÞ²z¤§³W¹º»P´Áµ{¡z¡A¸g¦P·N«á©l±o½s¦C¥Á°ê100¦~«×­xÁÊ¥~¶×¯SºØ°òª÷¹wºâ¡C¡v¤A®×¡A¸g°ê¨¾³¡¦V´£®×©e­û»¡©ú¡A¬¸«Ø½Ð­×¥¿¬°¡G¡uÅ³©ó°ê¨¾³¡¿ì²z¹ï¥~±ÄÁÊ­x«~µ²¶×§@·~¯Ê¥F¶×²v­·ÀI³WÁ×¤§¾÷¨î¡A¥~ÁÊ®×´F®§´Ú¤Îµ²®×¾l´Ú¤S§¡¨Ì³W©w³øÃº°ê®w¡A®{¼W¹wºâ¤ä¥X¡F¤S©Î¦]¶×²vÅÜ°Ê³y¦¨¤£§Q¶×®t¡A²£¥Í¡y¹wºâ±ÆÀ½¡z¤£§Q¦]¯À¡A¼vÅT­«­nªZ¾¹­x«~Àò±o¤Î«Ø­x³Æ¾Ô¥ô°È¦Ü¹d¡A¬°ºë¶i­xÁÊ¥~¶×ºÞ²z¡A¯S«Ø½Ð°ê¨¾³¡©ó100¦~«×©e°U°ê¨¾¤j¾ÇºÞ²z¾Ç°|¡]©Î¨ä¥L¾Ç³N¾÷ºc¡^¡A°w¹ï¡y°ê­x¥~ÁÊ®×¥~¶×ºÞ²z³W¹º¦¨¥ß°òª÷¤§¥i¦æ©Ê¬ã¨s¡z¡A¶i¦æ©e°U¬ã¨s­pµe¡A¥Hºë¶i°ê¨¾¬I¬F¡C¡v¡i¸g¦b³õ©e­û60¤H¡AÃÙ¦¨ªÌ57¤H¡A¤Ï¹ïªÌ3¤H¡A¦h¼Æ³q¹L¡F¨Ã±Ä°O¦Wªí¨M¤è¦¡¡Aªí¨Mµ²ªG¦W³æªþ¥ó¡]87)¡j,,07-05-YS-16-089,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,,,7,5,16,0,89,Passed,#NULL!,NA
"(¥|)99¦~¤¤¥¡¬F©²Á`¹wºâªþÄÝ³æ¦ì¹wºâ¦³Ãö¥»°|©e­û©P¦u°Vµ¥3¤H©Ò´£¡G¡uÅ³©ó°ê¨¾³¡­xÂå§½¡K¡K¡C¬G¥ý¦æ­áµ²¸Ó°òª÷ÂåÀø¨Æ·~99¦~«×¡u¨ä¥L·~°È¶O¥Î¡v¶µ¤U¡u·|¶O¡B®½§U¡B¸É§U¡B¤ÀÅu»P¥æ¬y¬¡°Ê¶O¡v¤§¡u®½§U¡B¸É§U»P¼ú§U¡v¹wºâ2»õ0,658¸U¤¸¡A«Ý¬ã§´§ï¶i¤è®×¡A¸g´£®×©e­û¦P·N«á©l±o°Ê¤ä¡v¤A®×¡A«ØÄ³§R°£¡C¡i¸g¦b³õ©e­û63¤H¡AÃÙ¦¨ªÌ60¤H¡A¤Ï¹ïªÌ3¤H¡A¦h¼Æ³q¹L¡F¨Ã±Ä°O¦Wªí¨M¤è¦¡¡Aªí¨Mµ²ªG¦W³æªþ¥ó¡]86)¡j",,07-05-YS-16-088,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,,,7,5,16,0,88,Passed,#NULL!,NA
"(¤Q¤@)¦æ¬F°|¹H¤Ï¥»°|¨MÄ³¥¼±N¤¤µØµo®i°òª÷¯Ç¤J³°©e·|¤½°È¹wºâ¡AÄY­«ÂÆµø°ê·|¡A¦æ¬F°|ªø§d´°¸q¤Î¤j³°©e­û·|¥D¥ô©e­û¿à©¯´D¹L¥h¾á¥ô¥ßªk©e­û®É¡A§¡»{¬°¥»°òª÷¹êµL¦s¦b¥²­n¡A©óªí¨M®ÉÃÙ¦¨¥þ¼Æ§R°£¥»°òª÷¡A¬G°òª÷¥Î³~6,118¸U6,000¤¸¡AÀ³¤©¥þ¼Æ´î¦C¡C¡i¸g¦b³õ©e­û61¤H¡AÃÙ¦¨ªÌ3¤H¡A¤Ï¹ïªÌ58¤H¡A¤Ö¼Æ¤£³q¹L¡F¨Ã±Ä°O¦Wªí¨M¤è¦¡¡Aªí¨Mµ²ªG¦W³æªþ«á(85)¡j",,07-05-YS-16-087,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,,,7,5,16,0,87,Not Passed,#NULL!,NA
"(¤Q)¬ãµo´À¥N§Ð°òª÷99¦~«×°òª÷¨Ó·½¡Ð¼x¦¬¦¬¤J½s¦C¡u´À¥N§Ð¬ã¨sµo®i¦¬¤J¡v8»õ7,530¸U6,000¤¸¡A¸û98¦~«×¹wºâ¼Æ9»õ1,190¸U2,000¤¸¡A´î¤Ö3,659¸U6,000¤¸¡A¥D­n«Y½Õ­°¥Î¤H³æ¦ìÃº¯Ç´À¥N§Ð¬ã¨sµo®i¶O©Ò­P¡C¸g¬d¸Ó°òª÷¤w¤T¦¸½Õ­°¬ã¨sµo®i¶O¼Ð·Ç¡A²{¬°ºÓ¤h¨C¤ë30,100¤¸¡A³Õ¤h¨C¤ë35,010¤¸¡C98¦~¬F©²±À°Ê¡u¤j±M²¦·~¥Í¦Ü¥ø·~Â¾³õ¹ê²ß¤è®×¡v(22K¤è®×)¡A¸É§U¥ø·~¥H¤G¸U¤G¤d¾l¤¸¹µ¥Î¤j±M²¦·~¥Í¡A³y¦¨¤j±M²¦·~¥Í°_Á~¤j´T­°§C¡A¨Ì¾Ú¥D­p³B½Õ¬d«ü¥X¨ü¹µªÌ¥­§¡Á~¸ê¤ô·Ç¤£¼W¤Ï´î¡A¬F©²¤£À³¦A¥H¦U¶µ¬Fµ¦±aÀY¥´À£¨üÁ~ªÌÁ~¸ê¤ô·Ç¡A¬°¥ø·~­°§C¥Î¤H¦¨¥»¹Ï§Q¶±¥D¦Ó³Ð³yÁ~³h¶¥¯Å¡A¥B¥D­p³B¹w¦ô99¦~¥þ¦~¸gÀÙ¦¨ªø²v¹F4.92¡A¬ãµo´À¥N§Ð¬°ºÓ¡B³Õ¤hµ¥°ª¶¥¬ãµo¤H¤~¡A§óÀ³´£°ª¥Î¤H³æ¦ìÃº¥æ´À¥N§Ð¬ã¨sµo®i¶O¼Ð·Ç¡A¯S¤©¼W¦C5,000¸U¤¸¡C¡i¸g¦b³õ©e­û58¤H¡AÃÙ¦¨ªÌ3¤H¡A¤Ï¹ïªÌ55¤H¡A¤Ö¼Æ¤£³q¹L¡F¨Ã±Ä°O¦Wªí¨M¤è¦¡¡Aªí¨Mµ²ªG¦W³æªþ«á(84)¡j",,07-05-YS-16-086,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,,,7,5,16,0,86,Not Passed,#NULL!,NA
"(¤E)99¦~«×¦í¦v°òª÷¡Ð·~°È¥~¦¬¤J¡A¨ä¤¤ªø´Á¶U´Ú¤©²²§ï°òª÷¤§§Q®§¦¬¤J¡A­ì½s7,350¸U¤¸¡A¼W¦C5,150¸U¤¸¡A§ï¦C¬°1»õ2,500¸U¤¸¡C¡i¸g¦b³õ©e­û62¤H¡AÃÙ¦¨ªÌ3¤H¡A¤Ï¹ïªÌ59¤H¡A¤Ö¼Æ¤£³q¹L¡F¨Ã±Ä°O¦Wªí¨M¤è¦¡¡Aªí¨Mµ²ªG¦W³æªþ«á(83)¡j",,07-05-YS-16-085,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,,,7,5,16,0,85,Not Passed,#NULL!,NA
"(¤K)99¦~«×­ì¦í¥Á±Ú´N·~°òª÷½s¦C3»õ1,700¸U¤¸ªº¤½¯q±m¨é¦^õXª÷¹wºâ¡A¹w­p±N´C¦X700¤H´N·~¡A±©¬d¡G97¦~«×¤½¯q±m¨é¦^õXª÷®Ö©w­pµe¦p¡Gµo®i­ì¶m¦X§@¨Æ·~»P¯S¦â³¡¸¨«P¶i­ì¦í¥Á¦b¦a´N·~­pµe¤Î­ì¦í¥Á¦a°Ï¥®¦«ªA°Èº[«O¥À°V½m»P»²¾É­pµe¤§¹wºâ¦X­p¡G2»õ4,263¸U¤¸¡A¹wºâ°õ¦æ²v¤À§O¬°5%¡B7%¡A¥B97¦~«×­ì¦ô­p´£¨Ñ571¤H´N·~¡A°õ¦æµ²ªG«o¥u¦³´£¨Ñ194¤Hªº´N·~¾÷·|¡A´N·~°õ¦æ²v33%¡A¦]¦¹¡A¥»¶µ¸g¶OÀ³¥þ¼Æ­áµ²¡A«S¬ÛÃö®Ö©w­pµe¤º®e¶µ¥Ø°e¥æ¥ßªk°|¨Ã¦V¤º¬F©e­û·|³ø§i¤Î»¡©ú«á¡A©l±o°Ê¤ä¡C¡i¸g¦b³õ©e­û60¤H¡AÃÙ¦¨ªÌ3¤H¡A¤Ï¹ïªÌ57¤H¡A¤Ö¼Æ¤£³q¹L¡F¨Ã±Ä°O¦Wªí¨M¤è¦¡¡Aªí¨Mµ²ªG¦W³æªþ«á(82)¡j",,07-05-YS-16-084,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,,,7,5,16,0,84,Not Passed,#NULL!,NA
(¤C)¤¤µØµo®i°òª÷99¦~«×¡u°òª÷¥Î³~¡v¶µ¤U¡u¨â©¤¥æ¬y«Å¾É­pµe¡v½s¦C¡uªA°È¶O¥Î¡Ð¦L¨ê¸Ë­q»P¼s§i¶O¡v182¸U¤¸¡A¥Î³~¬°©e°U´CÅé»s¼½¹q¥x¸`¥Ø¡B«Å¾Éµu¤ù©Î¼s§i¡A¥H«Å¾É¨â©¤¥æ¬y¬Fµ¦¤Î¨Æ¶µ¡A¾®»E¥xÆW¥Á²³¦@ÃÑ¡AÀç³y§ó¬°¦³§Qªº¥æ¬yÀô¹Ò¡C¸g¬d¤¤µØµo®i°òª÷©ó98¦~¿¤¥«ªø¤Î¥ß©e¸É¿ï¤¤¡A¤j¶q°U¼½¼s§i¡A99¦~©³¾A³{¤­³£¿ïÁ|¡A¬°Á×§K°õ¬FªÌÀÝ¥Î¬F©²¸ê·½¦æ§U¿ï¤§¹ê¡A¥B¤j³°©e­û·|¤½°È¹wºâ¤w½s¦C¦U¶µ«Å¾É¶O¥Îªñ»õ¤¸¡A¤¤µØµo®i°òª÷´_½s¦C¬ÛÃö¹wºâ¡A©úÅã­«½Æ½s¦C¡A«ØÄ³¡u¨â©¤¥æ¬y«Å¾É­pµe¡v182¸U¤¸¡A¥þ¼Æ´î¦C¡A¸Ó°òª÷¥Î³~¤£±o¦A¦C¤J¡u«Å¾É­pµe¡v¡C¡i¸g¦b³õ©e­û51¤H¡AÃÙ¦¨ªÌ3¤H¡A¤Ï¹ïªÌ48¤H¡A¤Ö¼Æ¤£³q¹L¡F¨Ã±Ä°O¦Wªí¨M¤è¦¡¡Aªí¨Mµ²ªG¦W³æªþ«á(81)¡j,,07-05-YS-16-083,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,,,7,5,16,0,83,Not Passed,#NULL!,NA
"(¤»)¸g¬d¤¤µØµo®i°òª÷98¦~«×¨Mºâ®Ñ¡A¡u°òª÷¥Î³~¡v³¡¤À¤w¼W¦C98.04.14©^­ã¥ý¦æ¿ì²z¤§¡u¾®»E¦@ÃÑ±À°Ê¥æ¬y«Å¾É­pµe¡v2,028¸U¤¸¡A¥B¤w¤ä¥Î2,024¸U4,509¤¸¡A§@¬°¡u¦L¨ê¸Ë­q»P¼s§i¶O¡v¨Ï¥Î¡C±©99¦~«×¹wºâ®Ñ²Ä15­¶¡u¤W¦~«×¹wºâ¼Æ¡v«o¨è·NÁô°Î¸Ó­pµe¡A¸Ó­pµe¨Ã«D¤¤µØµo®i°òª÷¸g±`©Ê·~°È½d³ò»Ý­n¡A¹H¤Ï¹wºâªk²Ä88±ø³W©w¡A¦æ¬F°|¦Û¦æ®Ö©w±o§@¬°«Å¾É­pµe¨Ï¥Î¡A±N¤¤µØµo®i°òª÷¹Hªkµø¬°¤pª÷®w¡A¥B³WÁ×¥»°|ºÊ·þ¡AÀ³¤©ÄY¼FÄþ³d¡C¤S¦æ¬F°|¹H¤Ï¥»°|¨MÄ³¥¼±N¤¤µØµo®i°òª÷¯Ç¤J³°©e·|¤½°È¹wºâ¡AÄY­«ÂÆµø°ê·|¡A¬G°òª÷¥Î³~6,118¸U6,000¤¸¡AÀ³´î¦C¤G¤À¤§¤@¡A¨ä¾l¤G¤À¤§¤@«S¦æ¬F°|¤j³°©e­û·|¦V¥ßªk°|¬ÛÃö©e­û·|³ø§i¤¤µØµo®i°òª÷¤ä¥Î©ú²Ó¸ê®Æ¡A¨Ã´N¨ä¦sÄò¥²­n´£¥X³ø§i¡A¸g¦P·N«á©l±o°Ê¤ä¡C¡i¸g¦b³õ©e­û63¤H¡AÃÙ¦¨ªÌ3¤H¡A¤Ï¹ïªÌ60¤H¡A¤Ö¼Æ¤£³q¹L¡F¨Ã±Ä°O¦Wªí¨M¤è¦¡¡Aªí¨Mµ²ªG¦W³æªþ«á(80)¡j",,07-05-YS-16-082,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,,,7,5,16,0,82,Not Passed,#NULL!,NA
"(¤­)¤¤¥¡³£¥«§ó·s°òª÷99¦~«×¹wºâ¤£°Ê²£§ë¸ê½s¦C7»õ8,645¸U6,000¤¸¡A¥]§t¤¤¤s¤k¤¤«n°¼³£¥«§ó·s®×¤g¦a¡A°ê®w¸ê²£§@»ù¥H®Ö©w·í´Á¤½§i¦a»ù­pºâ¼·¤J°òª÷°]²£5»õ8,645¸U6,000¤¸¡A¥H¤Î¿ì²z³£¥«§ó·s¬ÛÃö¶O¥Î2»õ¤¸¡A¨ä¤¤¡u¿ì²z³£¥«§ó·s¬ÛÃö¶O¥Î2»õ¤¸¡v¤§°õ¦æ­pµe¡B¦U­pµe¤§ª÷ÃB¤Î²Ó¶µ¶O¥Î©ú²Óµ¥§¡¥I¤§Âö¦p¡A»P¹wºâªk¥ýÀÀ­q­pµe«á¤è½s¦C¹wºâ¤§µ{§Ç¤£²Å¡A³WÁ×ºÊ·þ®ÖÄÝ¥¼§´¡A¥B¨Ì¤º¬F³¡98¦~10¤ë¦Ü¥»°|¤º¬F©e­û·|´£¥X¤§®Ñ­±³ø§i«ü¥X¡A¥»°òª÷¨´¦Ü98¦~10¤ë¤î¡Aªø´Á§ë¸ê3»õ9,000¸U¤¸¤§°Ê¤ä¼Æ¬°¹s¡A99¦~«×¹êµL¦A½s¦C2»õ¤¸¤§¥²­n¡A¯S´£®×±N¡uªø´Á§ë¸ê¡v¶µ¤U¡u¤£°Ê²£§ë¸ê¡v¤¤¡u¿ì²z³£¥«§ó·s¬ÛÃö¶O¥Î2»õ¤¸¡v¥þ¼Æ´î¦C¡A¥t°ê®w¸ê²£§@»ù¼·¤J°òª÷°]²£5»õ8,645¸U6,000¤¸¥þ¼Æ­áµ²¡A«S¤º¬F³¡¦V¥ßªk°|¬ÛÃö©e­û·|ÀË¨ã¦U³£¥«§ó·s®×ÁZ®Äµû¦ô¡B³ø¹S²v¡B¹wºâ¹ê»Ú¤ä¥Î¤Î¿ì²z¶i«×µ¥¸Ô²Ó¸ê®Æ¨Ã¸g¦P·N«á©l±o°Ê¤ä¡C¡i¸g¦b³õ©e­û61¤H¡AÃÙ¦¨ªÌ3¤H¡A¤Ï¹ïªÌ58¤H¡A¤Ö¼Æ¤£³q¹L¡F¨Ã±Ä°O¦Wªí¨M¤è¦¡¡Aªí¨Mµ²ªG¦W³æªþ«á(79)¡j",,07-05-YS-16-081,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,,,7,5,16,0,81,Not Passed,#NULL!,NA
(¤@)¤º¬F³¡Àç«Ø¸pÀ³©ó¤­¦~¤º¹F¦¨«Ø¸m¦í¦v¥«³õ¤Q¤À¤§¤@ªÀ·|¦í¦v¤§¬Fµ¦¥Ø¼Ð¡A¨Ã«O¯d¤G¤À¤§¤@ªÀ·|¦í¦v±M¨Ñ¥X¯²¨Ï¥Î¡C¡i¸g¦b³õ©e­û65¤H¡AÃÙ¦¨ªÌ3¤H¡A¤Ï¹ïªÌ62¤H¡A¤Ö¼Æ¤£³q¹L¡F¨Ã±Ä°O¦Wªí¨M¤è¦¡¡Aªí¨Mµ²ªG¦W³æªþ«á(78)¡j,,07-05-YS-16-080,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,,,7,5,16,0,80,Not Passed,#NULL!,NA
(¤Q¤C)99¦~«×¤¤¥¡¬F©²ªþÄÝ³æ¦ì¹wºâ®×¦³Ãö¥Á¥D¶i¨BÄÒ¥ßªk°|ÄÒ¹Î¸­©e­û©y¬zµ¥´£®×¡G¡u¡K¡K¨ä¤½¥q¦W«Ø½Ð§ó¥¿¬°¡y»OÆW°ê»Ú¾÷³õ¶é°ÏªÑ¥÷¦³­­¤½¥q¡zªþÄÝ³æ¦ì¹wºâ¡C¡v¤A®×¡A«Ø½Ð´£®×¤å¦r­×¥¿¬°¡G¡u¡K¡K¤½¥q¦W«h«Ø½Ð¥H®ç¶é°ê»Ú¾÷³õªÑ¥÷¦³­­¤½¥q¬°¤§¡K¡K¡AÀ³§ó¥¿¬°¡y®ç¶é°ê»Ú¾÷³õªÑ¥÷¦³­­¤½¥q¡zªþÄÝ³æ¦ì¹wºâ¡v¡C¡i¸g¦b³õ©e­û65¤H¡AÃÙ¦¨ªÌ62¤H¡A¤Ï¹ïªÌ3¤H¡A¦h¼Æ³q¹L¡F¨Ã±Ä°O¦Wªí¨M¤è¦¡¡Aªí¨Mµ²ªG¦W³æªþ«á(77)¡j,,07-05-YS-16-079,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,,,7,5,16,0,79,Passed,#NULL!,NA
(¤Q¤»)99¦~«×¤¤¥¡¬F©²ªþÄÝ³æ¦ì¹wºâ®×¦³Ãö¥Á¥D¶i¨BÄÒ¥ßªk°|ÄÒ¹Î¸­©e­û©y¬zµ¥´£®×¡G¡u¡K¡A¨ä¤½¥q¦W«Ø½Ð§ó¥¿¬°¡y®ç¶é°ê»Ú¾÷³õ¶é°ÏªÑ¥÷¦³­­¤½¥q¡zªþÄÝ³æ¦ì¹wºâ¡C¡v¤A®×¡A«Ø½Ð´£®×¤å¦r­×¥¿¬°¡G¡u¡K¤½¥q¦W¥ç«Ø½Ð¥H®ç¶é°ê»Ú¾÷³õªÑ¥÷¦³­­¤½¥q¬°¤§¡A¡KÀ³§ó¥¿¬°¡y®ç¶é°ê»Ú¾÷³õªÑ¥÷¦³­­¤½¥q¡zªþÄÝ³æ¦ì¹wºâ¡v¡C¡i¸g¦b³õ©e­û63¤H¡AÃÙ¦¨ªÌ60¤H¡A¤Ï¹ïªÌ3¤H¡A¦h¼Æ³q¹L¡F¨Ã±Ä°O¦Wªí¨M¤è¦¡¡Aªí¨Mµ²ªG¦W³æªþ«á(76)¡j,,07-05-YS-16-078,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,,,7,5,16,0,78,Passed,#NULL!,NA
"(¤Q¥|)°w¹ï°ª¶¯´ä°È§½ªñ¦~¶i¦æ´ä°Ï¤g¦a¹º¤À»P¤g¦a¦aÄy¾ã²z¤u§@¡A»PºX¬z¦a°Ï©~¥Á²£¥Í½Ñ¦h¤g¦a»P¦a¤Wª«©Ò¦³Åv»{©wª§Ä³¡A¾É­P¸Ó°Ïµo¥Í¼Æ°_¬F©²±±§i¤H¥Á«I¦û¤§©x¥q¡AÅý¤H¥Á¤£³ô¨äÂZ¡CºX¬z¦a°Ï¬°°ª¶¯³Ì¦­¶}µo¤§¦a¡A©~¥Á¦h¥@©~¸Ó¦a¥B¦h±q¨Æº®·~®·¼´µ¥¬ÛÃö¤u§@¡A¹ï©ó©~¦í¤g¦a»P©Ð«Î©Ò¦³Åvµ¥µn°Oµ{§Ç©Î¤å®Ñ¸ê®Æ«O¯dµ¥¬ÛÃöª¾ÃÑ¸û¤§¤£¨¬¡A¤]¤£ª¾¸Ó¦p¦ó¥¿½T¥D±i¦Û¤vÅv§Q¡A¦Ó¬F©²³¡ªù®µ¨äÃe¤j¦æ¬F¸ê·½¤§Àu¶Õ»³¥H©x¥q¶D³^¤è¦¡¸Ñ¨Mª§ºÝ¡A¦b³oºØ¸ê°T¡B¸ê·½©úÅã¤£¹ïµ¥ªº±¡ªp¤U¡A¥Á²³¹ï¬F©²ªº§i¶D©x¥q¥u¯à®{©I­t­t¡B²ö¥i©`¦ó! ´ä°È§½¨­¬°¤H¥Á¤½¹²¡A¹ï¤H¥Áªº°]²£»P¥Í¬¡À³¾¨¶q¤©ºûÅ@¡A¦Ó¤£À³¦bª§Ä³¥¼Âç²M®É±À½Ó¶ë³d¡B°Ê»³¹ï¤H¥Á´£¥X¶D³^¡C«ØÄ³­áµ²°ª¶¯´ä°È§½¡u¤½¦@Ãö«Y¶O¡v3,631,000¤¸¡B¡u±M·~ªA°È¶O¡v10,000,000¤¸¡A«S¨ä´£¥X³B²z¦¹Ãþ»P¥Á²³µo¥Í¤g¦a©Î¦a¤WÅvª§Ä³®É¤§¼Ð·Ç³B²z¬yµ{³ø§i«á¡A¦A¤©¥H¸Ñ­á¡C¬O§_¦³·í¡A½Ð¤½¨M®×¡C¡i¸g¦b³õ©e­û65¤H¡AÃÙ¦¨ªÌ3¤H¡A¤Ï¹ïªÌ62¤H¡A¤Ö¼Æ¤£³q¹L¡F¨Ã±Ä°O¦Wªí¨M¤è¦¡¡Aªí¨Mµ²ªG¦W³æªþ«á(75)¡j",,07-05-YS-16-077,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,,,7,5,16,0,77,Not Passed,#NULL!,NA
(¤Q¤T)¥æ³q³¡¥DºÞ¥æ³q³¡°ò¶©´ä°È§½¡B¥x¤¤´ä°È§½¡B°ª¶¯´ä°È§½»Pªá½¬´ä°È§½µ¥ªþÄÝ³æ¦ì§¡½s¦C¡y´°¿Ë·ü¾F¶O¡z¡A±©¤ñ¸û¦U´ä°È§½99¦~«×Àç·~¦¬¤J»P¸Óµ§¶O¥Î½s¦C±¡ªp¡AÅã¥Ü¨ä¹wºâ½s¦C¨ÃµL¼Ð·Ç¡Aµ¥¦P©ó¸Ó³æ¦ìªº¨p©Ð¿ú¡A¥B¥ç¥¼·Ó¬F©²¸ê°T¤½¶}ªk¤½¶}¨ä®½§U©ú²Ó¡A¬O¥H¦U´ä°È§½ªº¡y´°¿Ë·ü¾F¶O¡zÀ³¥þ¼Æ­áµ²¡A¦V¥ßªk°|¥æ³q©e­û·|³ø§i«á©l±o°Ê¤ä¡C¡i¸g¦b³õ©e­û64¤H¡AÃÙ¦¨ªÌ3¤H¡A¤Ï¹ïªÌ61¤H¡A¤Ö¼Æ¤£³q¹L¡F¨Ã±Ä°O¦Wªí¨M¤è¦¡¡Aªí¨Mµ²ªG¦W³æªþ«á(74)¡j,,07-05-YS-16-076,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,,,7,5,16,0,76,Not Passed,#NULL!,NA
